Step ID,Problem Hierarchy,Problem Name,Max Problem View,Step Name,Avg Incorrects,Avg Hints,Avg Corrects,% First Attempt Incorrects,% First Attempt Hints,% First Attempt Corrects,Avg Step Duration (sec),Avg Correct Step Duration (sec),Avg Error Step Duration (sec),Total Students,Total Opportunities,KC (new KC model name)
1c0ca122ddf723935723d8c46cf8816a,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_transcription_compare_digt,3,q2_i1 UpdateRadioButton,0.7262,0,1.0277,54.1538,0,45.8462,11.871,7.128,15.886,320,325,
9c41352b0e060f4ea1f094c8b0e13e8a,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_transcription_compare_digt,2,q3_i1 UpdateRadioButton,0.4199,0,1.016,25,0,75,12.852,12.932,12.61,311,312,
a5e9d71b821ba76b230265aa7eaf3241,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_transcription_compare_digt,2,q4_i1 UpdateRadioButton,0.3674,0.0032,1.0032,27.476,0.3195,72.2045,11.89,11.308,13.402,310,313,
59973287b69139f22b840484f6a46abb,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_transcription_compare_digt,2,q5_i1 UpdateRadioButton,0.1286,0,1.0129,10.6109,0,89.3891,7.299,7.295,7.333,310,311,
be7a034460d4ae5c362eab408512a7fc,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_transcription_compare_digt,2,q6_i1 UpdateRadioButton,0.293,0,1.0032,21.0191,0,78.9809,7.435,6.516,10.938,312,314,
0e5f80476bbddf1050c474f5d4cb8e18,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_transcription_compare_digt,2,q7_i1 UpdateRadioButton,0.1923,0,1.0192,14.1026,0,85.8974,5.204,3.987,12.614,311,312,
7aa8cec87b615da5c763170eec063512,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_transcription_compare_digt,2,q8_i1 UpdateRadioButton,0.2334,0,0.9968,17.9811,0,82.0189,7.987,7.025,12.342,316,317,
bbeccf2481484c10bada9855d894b4ce,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_transcription_compare_digt,2,q9_i1 UpdateRadioButton,0.0637,0,1.0127,4.1401,0,95.8599,4.316,4.332,3.962,312,314,
fcd2e09edfc93bcbd6aab55d83d5d329,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_types_digt,3,q1_i1 UpdateRadioButton,1.0512,0,1.0171,53.2423,0,46.7577,4.956,0,9.308,288,293,
9ee3a5c4b7c1e2517b7dc5c1ce70d9a9,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",nucleic_acid_building_protein_LBD,1,q1_i1 UpdateRadioButton,0.3579,0,1.0201,27.4247,0,72.5753,2.977,0.207,10.305,299,299,
e28798ac7be5542147fd0e399353fe38,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",nucleic_acid_building_protein_LBD,3,q2_i1 UpdateRadioButton,0.4028,0,1.0069,27.4306,0,72.5694,19.213,18.683,20.608,287,288,
a36bbaa6d41a52f2be61f062b44cb9e7,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",nucleic_acid_building_protein_LBD,2,q3_i1 UpdateRadioButton,0.0975,0,1.0072,7.5812,0,92.4188,18.812,18.312,24.905,277,277,
45150a2052947ae9fcba2c93da97adf4,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",nucleic_acid_building_protein_LBD,2,q4_i1 UpdateRadioButton,0,0,1.2,0,0,100,26.038,26.038,,265,265,
9eaacde38d83e17fa62467ed66baafba,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",nucleic_acids_building_protein_DIGT,1,q1_i1 UpdateRadioButton,0.2517,0,1.0066,19.8675,0,80.1325,1.02,0.017,5.067,302,302,
f474572e56e6275c5927d7c49e2ea730,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",nucleic_acids_building_protein_DIGT,2,q2_i1 UpdateRadioButton,0.1704,0,1.0185,9.2593,0,90.7407,21.222,21.91,14.48,270,270,
7f002f74969a499e57046b4d39260241,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",nucleic_acids_building_protein_DIGT,2,q3_i1 UpdateRadioButton,0.187,0,1.0153,10.3053,0,89.6947,23.866,22.115,39.111,262,262,
f35ea5eed576a29555761beedb048107,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",CRP_lbd,2,q1_i1 UpdateRadioButton,0.9023,0.0075,1.0226,53.7594,0,46.2406,3.868,1,6.336,263,266,
83718688a7969feb10da4bf4b49418e4,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",CRP_lbd,3,q2_i1 UpdateRadioButton,0.5619,0.0088,1.0044,40.2655,0.4425,59.292,46.442,49.187,42.356,222,226,
3286376aee157f883855660296c64488,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q10_i1 UpdateRadioButton,0.029,0,0.971,2.8986,0,97.1014,22.209,22.038,29.687,347,483,
d2303baec1c175e0285dfe56235c2ec1,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q11_i1 UpdateRadioButton,0.0842,0,0.9158,8.4189,0,91.5811,21.739,21.876,20.074,348,487,
2ddf9d470c91a2659902550df790d712,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q12_i1 UpdateRadioButton,0.1809,0,0.8191,18.0894,0,81.9106,21.911,21.515,23.61,351,492,
29acbbebbb2b9953b41f611b4db43b11,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q13_i1 UpdateRadioButton,0.2998,0,0.7002,29.9795,0,70.0205,22.425,21.217,25.357,349,487,
92e9df5be8647ba2223fff258245b652,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,5,genetics_molecular_gene_regulation_pool_q1_i1 UpdateRadioButton,0.0892,0,0.9108,8.9172,0,91.0828,22.623,22.217,27.213,344,471,
c1b18a5dd7b9d01767cf61fa572823a2,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q2_i1 UpdateRadioButton,0.0697,0,0.9303,6.9672,0,93.0328,21.627,21.511,23.815,350,488,
d5e77fffdb7bbdf4793f963c5b19329b,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q3_i1 UpdateRadioButton,0.076,0,0.924,7.5975,0,92.4025,22.798,22.854,22.09,347,487,
23bd0479bf03b5d59b3bd2eeb08f030d,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,5,genetics_molecular_gene_regulation_pool_q4_i1 UpdateRadioButton,0.0149,0,0.9851,1.4925,0,98.5075,22.198,22.183,23.25,342,469,
d49d27a1e6e7d34db2bd3b4389d040b0,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,5,genetics_molecular_gene_regulation_pool_q5_i1 UpdateRadioButton,0.0549,0,0.9451,5.4852,0,94.5148,22.177,21.851,27.759,339,474,
9303abe8833096ed9ba4b83a1883fb78,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q6_i1 UpdateRadioButton,0.6964,0,0.3036,69.6356,0,30.3644,21.773,20.211,22.6,339,494,
528123e1280ff499dc1f7a0300c80340,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q7_i1 UpdateRadioButton,0.1352,0,0.8648,13.5189,0,86.4811,22.209,22.218,22.146,360,503,
c1458e04fa9eaf7c9b7c3188c86efbf0,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q8_i1 UpdateRadioButton,0.1344,0,0.8656,13.442,0,86.558,22.316,21.841,25.518,350,491,
90cae193b744351ab5bbfed8c0f7943c,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",genetics_gene_regulation_quiz,6,genetics_molecular_gene_regulation_pool_q9_i1 UpdateRadioButton,0.2308,0,0.7692,23.0769,0,76.9231,22.219,22.275,22.012,347,494,
65cbf04f5f31fc46d4504a9fd281d7e5,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q1_gluc_lac_A_gl UpdateComboBox,0.2416,0,0.9963,24.1636,0,75.8364,1.108,0.172,4.046,269,269,
8ed8681b49c977fb560d84ccbcc7334f,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q1_gluc_lac_B_gl UpdateComboBox,0.1418,0,1,14.1791,0,85.8209,7.187,6.709,10.079,268,268,
028042bb788b312755ef5f83b7eba498,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q1_gluc_lac_C_gl UpdateComboBox,0.2594,0,1,25.9398,0,74.0602,5.846,5.406,7.101,266,266,
75501ced8d30180428c6568e87f85ddb,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q2_gluc_lac_A_gl_2 UpdateComboBox,0.2567,0,1,25.6705,0,74.3295,10.838,9.345,15.227,260,261,
c18ac4166c98933cc179e48599b60142,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q2_gluc_lac_B_gl_2 UpdateComboBox,0.7333,0,1.0039,72.9412,0,27.0588,8.831,6.565,9.672,255,255,
19e7eb60f4a647a8da3137a278720cd4,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q2_gluc_lac_C_gl_2 UpdateComboBox,0.6063,0,0.9921,60.2362,0,39.7638,8.52,5.733,10.359,254,254,
39e6d734217131921ed563a9aad6a8cd,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q3_gluc_lac_A_gl_3 UpdateComboBox,0.2763,0,0.9961,27.6265,0,72.3735,15.432,16.737,12.014,257,257,
e6175faa03e7243b5763e705761a475a,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q3_gluc_lac_B_gl_3 UpdateComboBox,0.3098,0,1.0039,30.5882,0,69.4118,7.576,6.599,9.795,255,255,
b420de8caf0beda897c37ac05f8d4a49,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q3_gluc_lac_C_gl_3 UpdateComboBox,0.3095,0,0.996,30.9524,0,69.0476,6.091,5.707,6.949,252,252,
e569f1fdce35fea89a29c6ef5f949d66,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q4_gluc_lac_A_gl_4 UpdateComboBox,0.3688,0,0.9962,36.8821,0,63.1179,10.437,10.295,10.68,262,263,
8d170fcfd99275596473bfee9931709b,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q4_gluc_lac_B_gl_4 UpdateComboBox,0.471,0,1,47.1042,0,52.8958,6.612,5.368,8,259,259,
3b9aff9da3bdf364d66dac65244b86af,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",glucose_lactose_digt,2,q4_gluc_lac_C_gl_4 UpdateComboBox,0.428,0,1.0117,41.2451,0,58.7549,6.089,5.331,7.17,257,257,
c5094faa25d5dbfde704b8a7461e93d8,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",molecular_structure_on_off_digt,2,q1_i1 UpdateRadioButton,0.3278,0,1.0067,32.107,0,67.893,1.247,0.3,3.25,297,299,
18dfc1bd30cda4b26c2f741a09a784c4,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",molecular_structure_on_off_digt,2,q2_i1 UpdateRadioButton,0.5604,0,1.0201,53.0201,0,46.9799,4.401,3.414,5.275,295,298,
b05a77276b48ab14182a6f76296da390,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",molecular_structure_on_off_digt,2,q3_i1 UpdateRadioButton,0.0983,0,1.0102,9.8305,0,90.1695,2.358,2.289,2.983,294,295,
7817ec3ec8a24921f88017a9906179d1,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",operon_lbd,2,q1_i1 UpdateRadioButton,0.669,0.0035,1.0493,45.7746,0.3521,53.8732,6.504,0.641,13.351,282,284,
428df522d48125ea99bf48c6d8392e34,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",operon_lbd,2,q2_i1 UpdateRadioButton,0.7839,0,1.0127,56.7797,0,43.2203,33.593,30.206,36.172,236,236,
d1ec7499e99abe82d75c7ea751f358ea,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",operon_lbd,2,q3_i1 UpdateRadioButton,0.2957,0,1.0087,23.913,0,76.087,18.825,17.48,23.185,230,230,
2b51ef7c08ac08c20e28930ce06a4712,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",operon_lbd,3,q4_i1 UpdateRadioButton,0.48,0,1.0711,40.8889,0,59.1111,30.871,27.045,36.359,224,225,
6a45699276d1eba3461848b78110bb30,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",operon_lbd,3,q5_i1 UpdateRadioButton,0.4955,0,1,35.4545,0,64.5455,35.259,33.556,38.359,220,220,
384dc2a3d81b93f1a17d9ddb2c2bf8fa,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",prokaryotic_vs_eukaryotic_digt,2,q1_i1 UpdateRadioButton,0.5655,0,1.0096,41.853,0,58.147,2.342,0.302,5.176,312,313,
cc217e45472797c03c50a86671b8a3f2,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",prokaryotic_vs_eukaryotic_digt,2,q2_i1 UpdateRadioButton,0.8095,0,1.0349,58.7302,0,41.2698,10.538,6.969,13.041,312,315,
ec9b971da10dd4f02974ec56218e9756,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",prokaryotic_vs_eukaryotic_digt,4,q3_i1 UpdateRadioButton,0.3628,0,1.0063,29.653,0,70.347,7.131,6.484,8.665,314,317,
966df37ce83f8419b45cabb51cfef15d,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",prokaryotic_vs_eukaryotic_digt,4,q4_i1 UpdateRadioButton,0.4068,0,1.0311,25.9887,0,74.0113,9.668,7.248,16.56,319,354,
f622b8cf917aba23bbb1294b71322a2d,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",prokaryotic_vs_eukaryotic_digt,2,q5_i1 UpdateRadioButton,0.4952,0,1.0351,39.9361,0,60.0639,8.497,7.835,9.492,312,313,
4f00e70ac27a9c8467a83818c75f60d4,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",protein_coding_gene_parts_digt,3,q1_i1 UpdateRadioButton,1.6865,0,1.047,81.5047,0,18.4953,12.959,4.729,14.827,312,319,
32dec8f5960662fb18ab8b86814c5465,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",repressor_digt,2,q1_rep_A_rep UpdateComboBox,0.5018,0,0.9964,39.8577,0,60.1423,2.021,0.053,4.991,280,281,
0514bcadc2052b1446cfc2fadf1961ad,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",repressor_digt,1,q1_rep_B_rep UpdateComboBox,0.2581,0,1,25.8065,0,74.1935,6.043,5.237,8.361,279,279,
6e6388063d86ef34f5607ea61007cc43,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",repressor_digt,1,q2_rep_A_rep_2 UpdateComboBox,0.6173,0,1,45.4874,0,54.5126,11.764,10.287,13.524,277,277,
2b2fc97f9617b5cee6f96e2da79e2eca,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",repressor_digt,1,q2_rep_B_rep_2 UpdateComboBox,0.0794,0,1.0072,6.4982,0,93.5018,4.48,4.378,5.944,277,277,
44ac5e23d2044efec64a15e76846558d,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",tryptophan2_digt,2,q1_i1 UpdateRadioButton,0.4847,0,1.0916,38.5496,0,61.4504,2.454,0.255,5.96,260,262,
aaa2df4b80c16e1c3ed97322d674cb35,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",tryptophan_digt,1,q1_i1 UpdateRadioButton,0.4241,0,1,41.6342,0,58.3658,1.105,0,2.654,257,257,
5d917edd48309ef161e35e7467622b65,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",what_affects_phenotype_digt,1,q1_i1 UpdateRadioButton,0.3424,0,1.0271,22.7119,0,77.2881,0.878,0.101,3.522,295,295,
96a3dc4d5714c6e026e65e0ee0106eed,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",whats_a_gene_digt,1,q1_i1 UpdateRadioButton,0.8173,0,1.0495,47.678,0,52.322,3.296,0.325,6.555,323,323,
cfaa22d428d3311ea9418b3ff426b2a0,"(sequence) Introduction to Biology, (unit) Gene Regulation, (module) Gene Regulation",whats_a_gene_digt,2,q2_i1 UpdateRadioButton,0.4969,0,1.0093,25.9259,0,74.0741,17.622,16.756,20.095,322,324,
a09ae0432dccd641f4d39fcca6d43a0c,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,bonding-02_i1 UpdateRadioButton,0.133,0,0.867,13.3047,0,86.6953,22.565,23.051,19.441,233,233,
b1c1b6d38b71eb7ad54d04b586d4b16f,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,2,bonding-03_i1 UpdateRadioButton,0.0236,0,0.9764,2.3585,0,97.6415,23.124,22.844,31.583,212,212,
31d9d913b2433e99c3856e252f9f7d84,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,4,bonding-04_i1 UpdateRadioButton,0.0748,0,0.9252,7.4766,0,92.5234,21.682,20.888,31.417,214,214,
2a4f631a3d9a3f60f36e92cdeb164c43,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,4,bonding-05_i1 UpdateRadioButton,0.1481,0,0.8519,14.8148,0,85.1852,22.368,21.991,24.367,189,189,
cf609edd11492639fb4aa3129881e783,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,bonding-06_i1 UpdateRadioButton,0.0609,0,0.9391,6.0914,0,93.9086,21.351,21.418,20.458,197,197,
7754d83beac449cb53d158b501e2d720,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,bonding-07_i1 UpdateRadioButton,0.0398,0,0.9602,3.9801,0,96.0199,22.255,22.037,26.24,201,201,
36c6e7d72d7486cbf232500879713e78,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,3,bonding-08_i1 UpdateRadioButton,0.0157,0,0.9843,1.5707,0,98.4293,21.876,21.651,36.916,191,191,
9cfc03b7c5ba4cb19071e251ce1fef6c,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,bonding-09_i1 UpdateRadioButton,0.0664,0,0.9336,6.6372,0,93.3628,21.006,20.755,26.202,226,226,
5ed678aa43cd87c0df1a5a35433d96e5,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,bonding-10_i1 UpdateRadioButton,0.0534,0,0.9466,5.3398,0,94.6602,20.177,20.327,16.625,206,206,
9a8ab52a7f5d44f2d6889e80bd0eb630,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,bonding-11_i1 UpdateRadioButton,0.09,0,0.91,9,0,91,22.986,22.879,24.463,200,200,
65a36cacf4c612ca96e904498ae403b0,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,3,bonding-12_i1 UpdateRadioButton,0.2524,0,0.7476,25.2381,0,74.7619,20.274,19.307,23.672,210,210,
4c1b8c6b8bcf166db37ff5f3980f43c3,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,3,bonding-13_i1 UpdateRadioButton,0.0942,0,0.9058,9.417,0,90.583,20.703,20.803,19.667,223,223,
a49e7973c2878452f0784423d2056075,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,3,bonding-14_i1 UpdateRadioButton,0.033,0,0.967,3.3019,0,96.6981,20.004,19.678,29.2,212,212,
a7f242427a6ec885e861ef8dbbc91c86,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,3,bonding-15_i1 UpdateRadioButton,0.0507,0,0.9493,5.0691,0,94.9309,21.449,21.077,27.217,217,217,
5670e8f6d34a8a5556973c5e2676456a,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,bonding-17_i1 UpdateRadioButton,0.033,0,0.967,3.3019,0,96.6981,23.71,23.507,38.375,212,212,
0477daec69d11e31a72d4a99f9e65d42,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,water-01_i1 UpdateRadioButton,0.0174,0,0.9826,1.7442,0,98.2558,22.131,22.226,10.5,172,172,
9e3e2dc5c21f908a1c1266c16216365b,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,3,water-02_i1 UpdateRadioButton,0.0643,0,0.9357,6.4327,0,93.5673,19.86,19.673,22.232,171,171,
6fc85b25ca36e4677370c64075ed690d,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,3,water-03_i1 UpdateRadioButton,0.1212,0,0.8788,12.1212,0,87.8788,22.594,22.154,24.991,165,165,
19e1d24eaaf62b917238db599fc32fdd,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,3,water-04_i1 UpdateRadioButton,0.1176,0,0.8824,11.7647,0,88.2353,23.786,23.164,28.536,170,170,
5d94684b040115cd9e150da760f3703b,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,water-05_i1 UpdateRadioButton,0.1049,0,0.8951,10.4938,0,89.5062,21.007,20.375,27.583,162,162,
c1246f658bf41895b96d5c1885480541,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,4,water-06_i1 UpdateRadioButton,0.1111,0,0.8889,11.1111,0,88.8889,22.353,22.639,20.552,171,171,
2d978bb3d7f2275a24957c52a98b9e45,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,5,water-07_i1 UpdateRadioButton,0.2832,0,0.7168,28.3237,0,71.6763,21.294,20.962,21.985,173,173,
e2725c558d8a44eec971e883ffb6b15b,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",a2_HS-AWB-01,4,water-08_i1 UpdateRadioButton,0.1411,0,0.8589,14.1104,0,85.8896,20.472,19.408,26.526,163,163,
6423391afb694c6929868dbf8b7c8fa8,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",atoms_glucose_mass,3,number_bonds_i1 UpdateRadioButton,0.7134,0.0418,1.0418,44.4776,2.9851,52.5373,6.367,0.131,13.27,329,335,
15114223aa674638e3697f63f21955a0,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",atoms_nitrogen_mass,2,mass_glucose_i1 UpdateRadioButton,0.4131,0.0541,1.0193,28.9575,2.3166,68.7259,53.341,61.469,35.58,258,259,
30c7f576716975078d002c17adb9b954,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",atoms_nitrogen_mass,1,nitrogen_mass_i1 UpdateComboBox,0.1782,0.003,1,15.4079,0.3021,84.29,1.411,0.509,6.25,331,331,
7049f754294c8d6117a9e4702cf09cdf,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",atoms_nitrogen_mass,2,nitrogen_mass_i2 UpdateComboBox,0.2417,0.006,1.003,16.0121,0.6042,83.3837,10.421,8.225,21.4,331,331,
3e496c1999503bd7364a15b4344dfa02,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",atoms_nitrogen_mass,2,nitrogen_mass_i3 UpdateComboBox,0.0423,0,1.0091,3.0211,0,96.9789,11.87,11.956,9.1,331,331,
d59de886998af495fc8a4035fe73cac4,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",biology_diagram,2,biologyPH1_q1_biologyPH1_a1 UpdateShortAnswer,0,0,1.2435,0,0,100,3.923,3.923,,268,271,
73fee18033d52fa574bbcc3fcb39b0a4,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",bonding_chiral_chloro_fluoro_bromo_methane,2,Chiral_centers_cl_f_br_methane_1_i1 UpdateComboBox,0.4008,0.0127,1.0211,31.2236,0.4219,68.3544,8.823,2.327,22.853,231,237,
d6d4dc1cb4fc4febb9db314a6dc0deff,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",bonding_chiral_chloro_fluoro_methane,2,Chiral_centers_cl_f_methane_1_i1 UpdateComboBox,0.8474,0.0321,0.9839,63.4538,2.8112,33.7349,6.422,0.25,9.564,245,249,
d4f9390730a3b68d8968ea6ae6e868fa,"(sequence) Introduction to Biology, (unit) Introduction to Chemistry, (module) Atoms, Functional Groups, and Water",bonding_chiral_chloro_fluoro_methane,2,chiral_centers_cl_f_methane_2_i2 UpdateComboBox,0.3386,0.0053,1.0106,29.6296,0.5291,69.8413,22.857,20.795,27.632,187,189,
