Step ID,Problem Hierarchy,Problem Name,Max Problem View,Step Name,,,Avg Incorrects,Avg Hints,Avg Corrects,% First Attempt Incorrects,% First Attempt Hints,% First Attempt Corrects,Avg Step Duration (sec),Avg Correct Step Duration (sec),Avg Error Step Duration (sec),Total Students,Total Opportunities,KC(Paragraph Based 16 clusters)
824efd0a5012d3e999aff6d8f9ddac0c,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",cell_division_meiosis_quiz,5,cell_division_meiosis_quiz_pool_q9_i1 UpdateRadioButton,cell_division_meiosis_quiz_pool_q9,cell_division_meiosis_quiz_cell_division_meiosis_quiz_pool_q9,0.0758,0,0.9242,7.5778,0,92.4222,18.653,18.287,23.158,527,739,cell
8b9b231c87345b3a48e57cf92f8b04d3,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-1_asexual_cell_division,2,q1_i1 UpdateRadioButton,q1,inline_meiosis-1_asexual_cell_division_q1,0.5034,0,1,38.6986,0,61.3014,3.682,0.061,9.416,290,292,cell
d61a5ddcb5d9475695a4d2b9d2babe46,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-1_asexual_cell_division,2,q2_i1 UpdateRadioButton,q2,inline_meiosis-1_asexual_cell_division_q2,0.1324,0,1.007,10.1045,0,89.8955,14.456,13.818,20.138,286,287,cell
6fdca92e1d245865bcfc957727094991,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-2_sex_vs_asex_DIGT,2,q1_i1 UpdateRadioButton,q1,inline_meiosis-2_sex_vs_asex_DIGT_q1,0.0938,0.0035,1.0104,6.5972,0.3472,93.0556,0.608,0.328,4.35,287,288,cell
e9f35344f2b4c01b72a75bc9adde9f81,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-2_sex_vs_asex_DIGT,2,q2_i1 UpdateRadioButton,q2,inline_meiosis-2_sex_vs_asex_DIGT_q2,0.9303,0,1.0209,51.5679,0,48.4321,28.958,24.928,32.716,286,287,cell
f518670611faa54df614069b16a0c0ba,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-3_mitosis_vs_meiosis_LBD,3,q1_i1 UpdateRadioButton,q1,inline_meiosis-3_mitosis_vs_meiosis_LBD_q1,0.1806,0.0032,1.0129,10,0.3226,89.6774,0.626,0,6.062,308,310,cell
c7cf4f5000022dab783b616b067bcf62,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-3_mitosis_vs_meiosis_LBD,2,q2_i1 UpdateRadioButton,q2,inline_meiosis-3_mitosis_vs_meiosis_LBD_q2,0.2835,0,1.0115,26.8199,0,73.1801,23.107,20.937,29.029,260,261,cell
58769e426a2bee6ff732b241df7af9f0,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-3_mitosis_vs_meiosis_LBD,2,q3_i1 UpdateRadioButton,q3,inline_meiosis-3_mitosis_vs_meiosis_LBD_q3,0.271,0,1.0038,27.0992,0,72.9008,12.118,10.639,16.099,262,262,cell
465e3928779b7ab8c823f99af653d415,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-3_mitosis_vs_meiosis_LBD,2,q4_i1 UpdateRadioButton,q4,inline_meiosis-3_mitosis_vs_meiosis_LBD_q4,0.3,0,1,29.2308,0,70.7692,11.338,10.375,13.671,260,260,cell
5f4c6ef53f1a1e9f9172dc5151c2492f,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-3_mitosis_vs_meiosis_LBD,2,q5_i1 UpdateRadioButton,q5,inline_meiosis-3_mitosis_vs_meiosis_LBD_q5,0.4211,0,1.0219,20.614,0,79.386,37.624,33.989,51.468,228,228,cell
f00605f3a972053f6db66004d043d9cf,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-5_daughter-cells_LBD,1,q1_i1 UpdateRadioButton,q1,inline_meiosis-5_daughter-cells_LBD_q1,0.362,0,1.0215,30.1075,0,69.8925,2.168,0.087,7,279,279,cell
46a8cbbefccf201cbfe83fc8b60abb8b,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-5_daughter-cells_LBD,2,q2_i1 UpdateRadioButton,q2,inline_meiosis-5_daughter-cells_LBD_q2,0.2868,0.011,1.0074,22.4265,0,77.5735,7.18,5.791,11.984,272,272,cell
0848ca6efe45204e56c397c284d16072,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-6_telophase_LBD,2,q1_i1 UpdateRadioButton,q1,inline_meiosis-6_telophase_LBD_q1,1.1513,0,1.0148,56.0886,0,43.9114,6.292,1.361,10.151,266,271,cell
17b4e707041630a1c3d23300ee5a82db,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-6_telophase_LBD,3,q2_nbr_chromosomes_chromosome_nbr UpdateComboBox,q2_nbr_chromosomes_chromosome,inline_meiosis-6_telophase_LBD_q2_nbr_chromosomes_chromosome,0.488,0,1.024,29.2,0,70.8,26.238,25.267,28.611,250,250,cell
c401218e8b93157622667a3e76577292,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-6_telophase_LBD,5,q3_genetic_variability_i1 UpdateRadioButton,q3_genetic_variability,inline_meiosis-6_telophase_LBD_q3_genetic_variability,9.107,0,0,100,0,0,45.138,,45.138,246,271,cell
2399ad52c468fa6f96e96187e9bf1339,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-6_telophase_LBD,5,q4_chromatids_separated_i1 UpdateRadioButton,q4_chromatids_separated,inline_meiosis-6_telophase_LBD_q4_chromatids_separated,0.622,0,1.0244,39.8374,0,60.1626,17.047,16.091,18.49,245,246,cell
7231f74a9276cefa69add2e8d9d72125,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-7_non-disjunct_DIGT,2,q1_i1 UpdateRadioButton,q1,inline_meiosis-7_non-disjunct_DIGT_q1,0.797,0,1.0414,48.4962,0,51.5038,3.865,0.241,7.713,265,266,structure
f85f4fe0149a4268657b3970dab7036a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Meiosis",inline_meiosis-8_importance_DIGT,2,q1_i1 UpdateRadioButton,q1,inline_meiosis-8_importance_DIGT_q1,0.7621,0,1.0172,48.6207,0,51.3793,3.607,0.497,6.894,287,290,cell
878eb5fbf4d7befe61085b2c538e0da8,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",cell_div_mitosis_quiz,5,cell_div_mitosis_quiz_pool_q1_i1 UpdateRadioButton,cell_div_mitosis_quiz_pool_q1,cell_div_mitosis_quiz_cell_div_mitosis_quiz_pool_q1,0.3519,0,0.6481,35.1921,0,64.8079,18.665,16.967,22.019,534,807,cell
73cb407cecb1ba9fe4f0648c8ddff67a,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",cell_div_mitosis_quiz,5,cell_div_mitosis_quiz_pool_q2_i1 UpdateRadioButton,cell_div_mitosis_quiz_pool_q2,cell_div_mitosis_quiz_cell_div_mitosis_quiz_pool_q2,0.0719,0,0.9281,7.1871,0,92.8129,18.665,18.434,21.831,534,807,cell
0797350ab5d6f2980c24c5a70163faa3,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",cell_div_mitosis_quiz,5,cell_div_mitosis_quiz_pool_q3_i1 UpdateRadioButton,cell_div_mitosis_quiz_pool_q3,cell_div_mitosis_quiz_cell_div_mitosis_quiz_pool_q3,0.0805,0,0.9195,8.0545,0,91.9455,18.665,18.251,24.12,534,807,cell
2d24deb687eb7d57483a0411848620d7,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",cell_div_mitosis_quiz,5,cell_div_mitosis_quiz_pool_q4_i1 UpdateRadioButton,cell_div_mitosis_quiz_pool_q4,cell_div_mitosis_quiz_cell_div_mitosis_quiz_pool_q4,0.031,0,0.969,3.0979,0,96.9021,18.665,18.774,15.326,534,807,cell
dc750d44487afa17b3f1b0fb37ba1eaa,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",cell_div_mitosis_quiz,5,cell_div_mitosis_quiz_pool_q5_i1 UpdateRadioButton,cell_div_mitosis_quiz_pool_q5,cell_div_mitosis_quiz_cell_div_mitosis_quiz_pool_q5,0.1834,0,0.8166,18.3395,0,81.6605,18.665,18.068,21.605,534,807,gene
3d42d06cfaf2754fd4cac004431e3e29,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",cell_div_mitosis_quiz,5,cell_div_mitosis_quiz_pool_q6_i1 UpdateRadioButton,cell_div_mitosis_quiz_pool_q6,cell_div_mitosis_quiz_cell_div_mitosis_quiz_pool_q6,0.0434,0,0.9566,4.3371,0,95.6629,18.665,18.655,18.869,534,807,cell
98151d9ad40c58fb19559aa84283b70f,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",cell_div_mitosis_quiz,5,cell_div_mitosis_quiz_pool_q7_i1 UpdateRadioButton,cell_div_mitosis_quiz_pool_q7,cell_div_mitosis_quiz_cell_div_mitosis_quiz_pool_q7,0.14,0,0.86,14.0025,0,85.9975,18.665,18.139,22.271,534,807,cell
669dc85e52167c3f2315098a071bbe28,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",cell_div_mitosis_quiz,5,cell_div_mitosis_quiz_pool_q8_i1 UpdateRadioButton,cell_div_mitosis_quiz_pool_q8,cell_div_mitosis_quiz_cell_div_mitosis_quiz_pool_q8,0.0508,0,0.9492,5.0805,0,94.9195,18.665,18.081,28.622,534,807,cell
2442e080c7a03e3480a7de503c2568e8,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_cycle_irregular_cancer,1,q1_i1 UpdateRadioButton,q1,inline_cell_cycle_irregular_cancer_q1,0.3953,0,1.0034,28.3784,0,71.6216,1.547,0.108,5.179,296,296,gene
8403b19005a13b88f1e63a536e396d44,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_cycle_irregular_cancer,2,q2_i1 UpdateRadioButton,q2,inline_cell_cycle_irregular_cancer_q2,0.4888,0,1.0037,29.4776,0,70.5224,19.39,17.686,23.443,268,268,cell
d3f170486997c2705dc5b833357cf6e3,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_cycle_irregular_cancer,2,q3_i1 UpdateRadioButton,q3,inline_cell_cycle_irregular_cancer_q3,0.4847,0,1.0038,25.1908,0,74.8092,19.828,17.964,25.364,261,262,gene
e391d8bd4a65752225f62304034a1036,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_repl_mitosis_function,2,q1_A UpdateShortAnswer,q1,inline_cell_repl_mitosis_function_q1,0,0,1.1706,0,0,100,8.246,8.246,,249,252,cell
4115117db5f79aa0c5d5621398155b80,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_repl_predict_genes_DIGT,2,q1_i1 UpdateRadioButton,q1,inline_cell_repl_predict_genes_DIGT_q1,0.8671,0,0.99,64.7841,0,35.2159,5.724,0.17,8.744,298,301,cell
4a07d71a2694ed2f47cb41c6e6303a6e,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_repl_predict_genes_DIGT,2,q2_i1 UpdateRadioButton,q2,inline_cell_repl_predict_genes_DIGT_q2,0.4392,0,1.0135,37.8378,0,62.1622,20.152,19.571,21.107,295,296,cell
8787b600f5076a787ffa3303e5896dfe,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_repl_predict_genes_DIGT,2,q3_i1 UpdateRadioButton,q3,inline_cell_repl_predict_genes_DIGT_q3,0.6453,0,1.0075,36.2264,0,63.7736,40.202,37.491,44.968,264,265,cell
c6ec28d0e1fed03a34ed1d7a8020c1c5,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_repl_predict_genes_DIGT,2,q4_i1 UpdateRadioButton,q4,inline_cell_repl_predict_genes_DIGT_q4,0.1565,0,1.0038,15.6489,0,84.3511,11.931,11.475,14.39,262,262,cell
70437fa29ac382b75406246b49a46d43,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_structures_and_function,2,q1_i1 UpdateRadioButton,q1,inline_cell_structures_and_function_q1,0.1561,0,1.0159,9.2357,0,90.7643,0.538,0.172,4.138,313,314,cell
4a3d1f0f23e0ad4dd4970973553bde54,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_structures_and_function,2,q2_i1 UpdateRadioButton,q2,inline_cell_structures_and_function_q2,0.4721,0,1.0098,33.1148,0,66.8852,22.401,20.114,27.02,302,305,structure
8ad6558a51423960726c3396fa5729e9,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_cell_structures_and_function,2,q3_i1 UpdateRadioButton,q3,inline_cell_structures_and_function_q3,0.2585,0,1,21.0884,0,78.9116,23.126,21.628,28.71,294,294,cell
8b4b7ef3caca73f9da7164662f05c8aa,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m1_prophase_LBD,3,q1_A UpdateShortAnswer,q1,inline_m1_prophase_LBD_q1,0,0,1.2361,0,0,100,14.861,14.861,,211,216,cell
e5406c4eb8255f3f515296dc4e9ae97c,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m1_prophase_LBD,2,q2_i1 UpdateRadioButton,q2,inline_m1_prophase_LBD_q2,0.7336,0,1.0328,51.4599,0,48.5401,18.603,10.318,26.414,273,274,cell
9e2b6010a0a97fdc6e7f3e0d97a951b3,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m1_prophase_function_DIGT,2,q1_i1 UpdateRadioButton,q1,inline_m1_prophase_function_DIGT_q1,0.1429,0,1.0455,13.6364,0,86.3636,2.081,1.872,3.405,307,308,cell
0bc0a4a6086e30483994fca4b73572f2,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m1_prophase_function_DIGT,3,q2_i1 UpdateRadioButton,q2,inline_m1_prophase_function_DIGT_q2,0.2147,0,1.0449,19.8718,0,80.1282,5.902,5.172,8.847,309,312,cell
8ed6b7887506e9185a67a4c2a1078ce7,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m1_prophase_function_DIGT,3,q3_i1 UpdateRadioButton,q3,inline_m1_prophase_function_DIGT_q3,0.0581,0,1.0258,4.5161,0,95.4839,6.118,6.147,5.5,307,310,cell
a6e482a29a960ec3e1bc6df52ce10310,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m2_metaphase_LBD,3,q1_i1 UpdateRadioButton,q1,inline_m2_metaphase_LBD_q1,0.5657,0,1.0337,46.8013,0,53.1987,5.071,1.456,9.18,294,297,cell
38d00106ff36a2676badf8c5fa45edf0,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m3_anaphase_function_DIGT,2,q1_i1 UpdateRadioButton,q1,inline_m3_anaphase_function_DIGT_q1,0.4806,0.0035,1.0035,26.1484,0.3534,73.4982,2.24,0.135,8.08,282,283,cell
5902500bd6683e8f972bff9786b2e145,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m3_anaphase_function_DIGT,2,q2_i1 UpdateRadioButton,q2,inline_m3_anaphase_function_DIGT_q2,0.5728,0,0.9859,34.2723,0,65.7277,35.164,31.257,42.658,211,213,cell
8357283fa4206040bc3c396324fe6d19,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_m4_telophase_DIGT,2,q1_i1 UpdateRadioButton,q1,inline_m4_telophase_DIGT_q1,0.5358,0,0.9966,52.901,0,47.099,1.539,0,2.91,291,293,cell
1f72de28d26b9f47c8e481a314e47a87,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_mitosis_phases_DIGT,2,q1_i1 UpdateRadioButton,q1,inline_mitosis_phases_DIGT_q1,0.3383,0,1.018,19.7605,0,80.2395,1.874,0.131,8.955,332,334,cell
3ff3a430277ed9e21465635025c1981e,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_mitosis_phases_DIGT,2,q2_i1 UpdateRadioButton,q2,inline_mitosis_phases_DIGT_q2,0.3245,0.0033,1.0066,27.4834,0,72.5166,26.719,23.169,36.084,300,302,cell
385598034fa0623aebc1f563599266fe,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_mitosis_phases_DIGT,3,q3_i1 UpdateRadioButton,q3,inline_mitosis_phases_DIGT_q3,0.6438,0.0131,1.0033,35.9477,0.3268,63.7255,29.768,22.887,41.856,299,306,protein
072a48300fa547656561c29a044145ce,"(sequence) Introduction to Biology, (unit) Cell Reproduction and Classic Genetics, (module) Mitosis",inline_mitosis_phases_DIGT,2,q4_i1 UpdateRadioButton,q4,inline_mitosis_phases_DIGT_q4,0.5038,0,1.0114,32.9545,0,67.0455,21.688,17.966,29.218,264,264,cell
1c6649a0f4313a49fbb15b50667b7684,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",inline_na_DNA_role,3,q1_RNA_primary_function_i1 UpdateRadioButton,q1_RNA_primary_function,inline_na_DNA_role_q1_RNA_primary_function,0.1663,0,1.0139,14.3187,0,85.6813,0.554,0.057,3.532,427,433,biology
ba8e60beb09c699907662cc7051b6a44,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",inline_na_DNA_role,2,q2_DNA_makes_what_process_name UpdateComboBox,q2_DNA_makes_what_process,inline_na_DNA_role_q2_DNA_makes_what_process,0.1415,0,1.0047,13.6792,0,86.3208,5.368,4.691,9.638,423,424,dna
ccf29b4fda58a7de292bc567c4cf3de7,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",inline_na_DNA_role,2,q2_DNA_makes_what_what UpdateComboBox,q2_DNA_makes_what,inline_na_DNA_role_q2_DNA_makes_what,0.2911,0,1.0047,23.9437,0,76.0563,14.88,14.673,15.539,424,426,dna
6fa73c61a6fd11207f75f32d429181c8,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",inline_na_DNA_role,2,q3_number_of_bases_to_code_amino_acid_i1 UpdateRadioButton,q3_number_of_bases_to_code_amino_acid,inline_na_DNA_role_q3_number_of_bases_to_code_amino_acid,0.8605,0,1,41.3712,0,58.6288,15.626,9.512,24.291,418,423,protein
d79e640af595c0a31a04d92bf5315f01,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_BCRA_digt,2,q1_i1 UpdateRadioButton,q1,molecular_genes_BCRA_digt_q1,1.4191,0.0053,1.0531,68.435,0.5305,31.0345,8.292,1.171,11.496,375,377,lipids
4214e07514e18712b095f3a6890ae7c1,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_digt,2,q1_i1 UpdateRadioButton,q1,molecular_genes_codons_digt_q1,0.6773,0,1.0098,42.7873,0,57.2127,3.768,0.064,8.72,405,409,dna
7f0f86870947d0ca75441c01b9774724,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_digt,2,q2_i1 UpdateRadioButton,q2,molecular_genes_codons_digt_q2,1.0081,0,1.0377,60.6469,0,39.3531,40.306,33.924,44.438,366,371,gene
16de4c32ed8cf6df3b6c1767fd53836b,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_digt,2,q3_i1 UpdateRadioButton,q3,molecular_genes_codons_digt_q3,0.8795,0,1.0027,59.1781,0,40.8219,41.405,35.369,45.607,361,365,protein
491f9d340d55ba0f4d97561a5f3ddb99,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_digt,2,q4_i1 UpdateRadioButton,q4,molecular_genes_codons_digt_q4,2.0028,0,1.059,95.7865,0,4.2135,58.64,12.933,60.651,352,356,dna
8a86a2894c1b8219bda41ea848d25933,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_digt,2,q5_i1 UpdateRadioButton,q5,molecular_genes_codons_digt_q5,2.2968,0,1.0951,82.4207,0,17.5793,80.274,54.213,85.911,342,347,protein
4cdf686f99e3e72caa568f84a248a5db,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_lbd,2,q1_i1 UpdateRadioButton,q1,molecular_genes_codons_lbd_q1,0.1682,0.0024,1.0071,12.7962,0,87.2038,2.793,0.117,21.028,421,422,protein
e751c09a43266cb8d7e0b3ee8e8df083,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_lbd,2,q2_i1 UpdateRadioButton,q2,molecular_genes_codons_lbd_q2,0.0644,0,1.005,4.2079,0,95.7921,20.09,19.712,28.706,403,404,protein
9feed141e02bbb0d85eb4376dd75dabe,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_lbd,2,q3_i1 UpdateRadioButton,q3,molecular_genes_codons_lbd_q3,0.5232,0.0049,1.0171,31.5403,0.489,67.9707,33.689,31.196,38.943,407,409,protein
c54aafaf96edbc9974c9fbb317f0e0e6,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_codons_lbd,2,q4_i1 UpdateRadioButton,q4,molecular_genes_codons_lbd_q4,0.645,0.0025,1.0075,39.5,0.25,60.25,19.931,17.859,23.072,399,400,protein
5df67112068e684a14006d641c28a4d5,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_digt,2,q1_i1 UpdateRadioButton,q1,molecular_genes_mutation_digt_q1,0.304,0,1.0251,15.3266,0,84.6734,1.658,0.421,8.492,393,398,gene
4b9e893585e6fc588f94cd850aac0f24,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_digt,2,q2_i1 UpdateRadioButton,q2,molecular_genes_mutation_digt_q2,0.4639,0,1.018,33.7629,0,66.2371,17.91,16.556,20.585,386,388,species
038b886172397af5de8cfa0411b50142,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_lbd,3,q1_A UpdateShortAnswer,q1,molecular_genes_mutation_lbd_q1,0,0.0444,1.3846,0,1.1834,98.8166,15.071,14.356,74.75,335,338,dna
76ff72a60b030693d8313d8092461f49,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_lbd,3,q2_A UpdateShortAnswer,q2,molecular_genes_mutation_lbd_q2,0,0,1.5047,0,0,100,117.038,117.038,,309,317,protein
25cec5319cf870318a5db6aa6a29dd93,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_lbd,2,q3_A UpdateShortAnswer,q3,molecular_genes_mutation_lbd_q3,0,0.0076,1.5649,0,0.7634,99.2366,90.678,90.957,55,258,262,dna
401fcf164e5af4a69f37cc8ceef08d2d,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_lbd,2,q4_i1 UpdateRadioButton,q4,molecular_genes_mutation_lbd_q4,0.7921,0,1.043,41.5771,0,58.4229,40.487,35.315,47.774,277,279,gene
71fbab80c311a33a7115caf92dd03317,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_lbd,2,q5_A UpdateShortAnswer,q5,molecular_genes_mutation_lbd_q5,0,0.0045,1.4464,0,0,100,60.839,60.839,,223,224,dna
19dfdba732e3a7dd1eba9a5fad80b485,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_lbd,3,q6_i1 UpdateRadioButton,q6,molecular_genes_mutation_lbd_q6,1.3295,0,0.9962,69.3487,0,30.6513,38.217,32.012,40.975,259,261,gene
4fc87c671f7e78f4eb6a3a0420ec3c7e,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_lbd,2,q7_A UpdateShortAnswer,q7,molecular_genes_mutation_lbd_q7,0,0.0274,1.5616,0,0.9132,99.0868,70.537,70.495,75,217,219,protein
1331eddb048b9ec140e6b657bb6537dd,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_mutation_lbd,3,q8_i1 UpdateRadioButton,q8,molecular_genes_mutation_lbd_q8,0.5538,0,1.008,32.6693,0,67.3307,27.25,28.246,25.198,250,251,gene
da914f142690da37fd43845d60be9085,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_quiz,5,molecular_genes_m2quiz_pool_q10_i1 UpdateRadioButton,molecular_genes_m2quiz_pool_q10,molecular_genes_quiz_molecular_genes_m2quiz_pool_q10,0.0971,0,0.9029,9.7087,0,90.2913,20.666,20.922,17.721,522,824,protein
b04e6c5aa792a54ebe8a9e2bd639c163,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_quiz,5,molecular_genes_m2quiz_pool_q1_i1 UpdateRadioButton,molecular_genes_m2quiz_pool_q1,molecular_genes_quiz_molecular_genes_m2quiz_pool_q1,0.0461,0,0.9539,4.6117,0,95.3883,20.666,20.488,25.027,522,824,gene
ecaeacb7e75d2339898cabb3362c2002,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_quiz,5,molecular_genes_m2quiz_pool_q2_i1 UpdateRadioButton,molecular_genes_m2quiz_pool_q2,molecular_genes_quiz_molecular_genes_m2quiz_pool_q2,0.0558,0,0.9442,5.5825,0,94.4175,20.666,20.64,21.186,522,824,cell
ec662a59aa0896bcab6ed0e63112e96a,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_quiz,5,molecular_genes_m2quiz_pool_q3_i1 UpdateRadioButton,molecular_genes_m2quiz_pool_q3,molecular_genes_quiz_molecular_genes_m2quiz_pool_q3,0.1456,0,0.8544,14.5631,0,85.4369,20.666,19.89,25.514,522,824,dna
74bdd074d7910cfe659d55a295efcc04,"(sequence) Introduction to Biology, (unit) Gene Expression, (module) Gene Expression",molecular_genes_quiz,5,molecular_genes_m2quiz_pool_q4_i1 UpdateRadioButton,molecular_genes_m2quiz_pool_q4,molecular_genes_quiz_molecular_genes_m2quiz_pool_q4,0.0825,0,0.9175,8.2524,0,91.7476,20.666,20.518,22.293,522,824,gene
